,filename,country,wealthpooled,urban,label,nl_mean
0,image13724.npz,6,-1.0900524854660034,False,0,-0.0976840257644653
1,image7407.npz,6,-1.1430020332336426,False,0,-0.141588807106018
2,image390.npz,6,1.0567690134048462,True,0,15.22889804840088
3,image814.npz,6,1.701109528541565,True,1,5.055367469787598
4,image19332.npz,6,1.5477131605148315,True,1,12.907397270202637
5,image19338.npz,6,1.5924626588821411,True,1,13.152287483215332
6,image16934.npz,6,1.7062891721725464,True,1,13.142542839050291
7,image12438.npz,6,1.166226148605347,True,0,6.056130409240723
8,image469.npz,6,1.4724743366241455,True,1,6.625431060791016
9,image4101.npz,6,1.2454146146774292,True,0,5.198253631591797
10,image266.npz,6,0.9874122738838196,True,0,3.2829627990722656
11,image12371.npz,6,-0.9436043500900269,False,0,0.3451044261455536
12,image5255.npz,6,-1.1492959260940552,False,0,-0.0360447242856025
13,image1838.npz,6,1.302539944648743,True,1,1.979741096496582
14,image19639.npz,6,-0.9341357350349426,False,0,-0.1289850324392318
15,image12591.npz,6,1.383258819580078,True,1,0.5267964005470276
16,image16413.npz,6,0.2115498185157776,False,1,-0.0116533506661653
17,image11979.npz,6,-1.2581830024719238,False,0,-0.1738624721765518
18,image4717.npz,6,-1.1195242404937744,False,0,-0.1738624721765518
19,image10184.npz,6,-1.192052125930786,False,0,-0.1738624721765518
20,image8733.npz,6,-0.8104405999183655,False,0,-0.1308957189321518
21,image15574.npz,6,1.155054211616516,True,0,0.0916124284267425
22,image4486.npz,6,1.426868557929993,True,1,0.0794785618782043
23,image8530.npz,6,-0.6612209677696228,False,0,-0.1738624721765518
24,image18138.npz,6,1.1365702152252195,True,0,2.4250805377960205
25,image7013.npz,6,1.8642486333847048,True,1,2.5262610912323
26,image6864.npz,6,1.7254157066345217,True,1,2.332590103149414
27,image5571.npz,6,1.3354415893554688,True,1,2.517092227935791
28,image8377.npz,6,1.5419613122940063,True,1,2.5661890506744385
29,image4608.npz,6,1.8166041374206543,True,1,2.529019832611084
30,image13798.npz,6,0.4090491831302643,False,1,-0.1738624721765518
31,image19597.npz,6,1.6719748973846436,True,1,2.462773561477661
32,image17643.npz,6,1.5782244205474854,True,1,2.3894708156585693
33,image10188.npz,6,-1.0302139520645142,False,0,0.0390627048909664
34,image69.npz,6,-0.8401835560798645,False,0,-0.1736888289451599
35,image3144.npz,6,2.5956175327301025,True,1,2.4847872257232666
36,image9462.npz,6,-0.0734699144959449,False,1,0.4020571112632751
37,image10072.npz,6,0.9064688682556152,True,0,2.091083526611328
38,image9468.npz,6,-0.8000448346138,False,0,-0.1738624721765518
39,image7113.npz,6,1.1053591966629028,True,0,3.46586012840271
40,image890.npz,6,-0.4635032415390014,True,0,0.0544173531234264
41,image11661.npz,6,-1.0571233034133911,False,0,-0.0099169956520199
42,image3938.npz,6,-0.1172685772180557,False,1,1.0378952026367188
43,image11815.npz,6,0.3816185295581817,False,1,0.9735329151153564
44,image13572.npz,6,2.209620475769043,True,1,3.169743776321411
45,image10908.npz,6,0.691215991973877,True,0,0.6013737916946411
46,image12812.npz,6,-0.4814265668392181,False,1,-0.0909312590956687
47,image7704.npz,6,-1.1782939434051514,False,0,-0.1738624721765518
48,image11839.npz,6,0.4095335006713867,False,1,0.2723540365695953
49,image19591.npz,6,-1.1313544511795044,False,0,-0.1738624721765518
50,image11242.npz,6,-1.043964147567749,False,0,-0.1738624721765518
51,image3947.npz,6,-0.6233276724815369,False,0,-0.1738624721765518
52,image8792.npz,6,0.2097659856081009,False,1,1.4414814710617063
53,image18551.npz,6,0.206417515873909,False,1,1.5131845474243164
54,image6724.npz,6,0.9367769956588744,True,0,2.417215347290039
55,image8494.npz,6,0.2931910455226898,False,1,2.188423156738281
56,image19467.npz,6,-0.0526521876454353,True,0,2.004667520523072
57,image11840.npz,6,-0.1643739640712738,False,1,1.92754065990448
58,image10789.npz,6,0.9021929502487184,False,1,-0.1738624721765518
59,image9359.npz,6,-0.0407793372869491,False,1,-0.1738624721765518
60,image6764.npz,6,-0.8713281750679016,False,0,-0.1346974074840545
61,image1239.npz,6,-0.9322209358215332,False,0,-0.1738624721765518
62,image659.npz,6,-0.8182835578918457,False,0,-0.1041207537055015
63,image8365.npz,6,-0.9095158576965332,False,0,-0.1738624721765518
64,image13263.npz,6,-0.65778648853302,False,0,-0.1738624721765518
65,image2445.npz,6,-1.1422102451324463,False,0,-0.1738624721765518
66,image7653.npz,6,-0.85293048620224,False,0,-0.1738624721765518
67,image16981.npz,6,-0.8269060850143433,False,0,-0.1738624721765518
68,image16002.npz,6,-0.8197227120399475,False,0,-0.1738624721765518
69,image6021.npz,6,-0.7436054348945618,False,0,-0.1738624721765518
70,image9419.npz,6,-0.8373870849609375,False,0,-0.1738624721765518
71,image9145.npz,6,-0.5397382378578186,False,0,-0.1355427950620651
72,image18031.npz,6,-0.2899161875247955,False,1,-0.0622462704777717
73,image11097.npz,6,-0.4913133084774017,False,1,-0.1738624721765518
74,image4954.npz,6,-0.9009441137313844,False,0,-0.0563533939421176
75,image18829.npz,6,-0.8017216324806213,False,0,-0.0654516145586967
76,image1438.npz,6,-0.5794896483421326,False,0,-0.1738624721765518
77,image7207.npz,6,-0.502918541431427,False,0,-0.1738624721765518
78,image2455.npz,6,-1.1629865169525146,False,0,-0.1738624721765518
79,image15846.npz,6,-0.5595131516456604,False,0,-0.1738624721765518
80,image19356.npz,6,-1.1579666137695312,False,0,-0.1738624721765518
81,image8966.npz,6,-0.8598087430000305,False,0,-0.1738624721765518
82,image12545.npz,6,-0.8785398006439209,False,0,-0.1738624721765518
83,image11623.npz,6,-0.8723397850990295,False,0,-0.1738624721765518
84,image4679.npz,6,-1.163341045379639,False,0,-0.1738624721765518
85,image715.npz,6,-1.228121638298035,False,0,-0.1738624721765518
86,image14509.npz,6,-1.0660796165466309,False,0,-0.1738624721765518
87,image866.npz,6,-0.9511532187461852,False,0,-0.1738624721765518
88,image10074.npz,6,-1.2429064512252808,False,0,-0.1738624721765518
89,image13914.npz,6,-0.5436027646064758,False,0,-0.1302109956741333
90,image9016.npz,6,-1.048506498336792,False,0,-0.1738624721765518
91,image8347.npz,6,-0.858869731426239,False,0,-0.1738624721765518
92,image706.npz,6,-0.836628794670105,False,0,-0.0318123884499073
93,image11003.npz,6,-1.2525326013565063,False,0,-0.1738624721765518
94,image11430.npz,6,-1.2332395315170288,False,0,-0.1738624721765518
95,image14043.npz,6,-0.5926870703697205,False,0,-0.1738624721765518
96,image8131.npz,6,-0.6000452637672424,False,0,-0.1491705030202865
97,image13668.npz,6,-0.2566680014133453,False,1,-0.0640207454562187
98,image9747.npz,6,-0.0876544490456581,False,1,-0.0528769493103027
99,image654.npz,6,-1.0252288579940796,False,0,-0.1738624721765518
100,image12267.npz,6,-1.1010397672653198,False,0,-0.1738624721765518
101,image17121.npz,6,-1.0755817890167236,False,0,-0.1738624721765518
102,image10449.npz,6,-1.1122218370437622,False,0,-0.1738624721765518
103,image15847.npz,6,-1.2300492525100708,False,0,-0.1738624721765518
104,image3829.npz,6,-1.2690922021865845,False,0,-0.1738624721765518
105,image1067.npz,6,-0.8946609497070312,False,0,-0.1738624721765518
106,image240.npz,6,-0.9011266231536864,False,0,-0.1738624721765518
107,image724.npz,6,-1.0471408367156982,False,0,-0.1738624721765518
108,image12421.npz,6,-0.9523508548736572,False,0,-0.1645726710557937
109,image9296.npz,6,1.3766567707061768,True,1,0.7113510966300964
110,image5743.npz,6,1.835455298423767,True,1,0.823236882686615
111,image4354.npz,6,1.0614252090454102,True,0,0.1075745224952697
112,image14067.npz,6,-0.6661171317100525,False,0,-0.089171178638935
113,image19402.npz,6,-0.882599413394928,False,0,-0.1738624721765518
114,image12207.npz,6,-0.6774317622184753,False,0,-0.1738624721765518
115,image7402.npz,6,-1.2406439781188965,False,0,-0.1738624721765518
116,image3885.npz,6,-1.1372045278549194,False,0,-0.1738624721765518
117,image17319.npz,6,-0.9588440656661988,False,0,-0.1558231860399246
118,image2411.npz,6,0.6437356472015381,True,0,1.3642826080322266
119,image12439.npz,6,1.1717348098754885,True,0,1.2317757606506348
120,image19041.npz,6,-0.7220144271850586,False,0,-0.1738624721765518
121,image4530.npz,6,-1.0679484605789185,False,0,-0.1738624721765518
122,image13971.npz,6,-1.0138429403305054,False,0,0.0498204231262207
123,image17026.npz,6,-1.0957729816436768,True,0,0.0299012586474418
124,image14657.npz,6,-1.2123453617095947,False,0,-0.1738624721765518
125,image10150.npz,6,-1.1250168085098269,False,0,-0.1738624721765518
126,image1978.npz,6,-0.7528678774833679,False,0,-0.1738624721765518
127,image12475.npz,6,0.9459224343299866,True,0,0.2191054224967956
128,image12338.npz,6,0.1525104790925979,False,1,0.1436698585748672
129,image10315.npz,6,0.8911604881286621,True,0,0.3511442542076111
130,image5996.npz,6,-0.4308568239212036,False,1,-0.1738624721765518
131,image2244.npz,6,-0.2494247555732727,False,1,-0.1738624721765518
132,image16581.npz,6,1.3483036756515503,True,1,5.652662754058838
133,image16745.npz,6,1.4700076580047607,True,1,7.334465026855469
134,image14596.npz,6,1.2948933839797974,True,0,8.553512573242188
135,image14452.npz,6,1.4324567317962646,True,1,6.68886661529541
136,image4419.npz,6,1.925742149353028,True,1,16.37652587890625
137,image18912.npz,6,1.9744069576263428,True,1,16.774166107177734
138,image2289.npz,6,2.220186948776245,True,1,14.014988899230955
139,image10378.npz,6,-1.1207925081253052,False,0,-0.1738624721765518
140,image6175.npz,6,1.016270637512207,True,0,12.3471040725708
141,image17920.npz,6,1.628991723060608,True,1,11.739415168762209
142,image12351.npz,6,2.1581292152404785,True,1,17.2043514251709
143,image6767.npz,6,1.9776071310043333,True,1,17.879457473754883
144,image14744.npz,6,2.199227809906006,True,1,18.005722045898438
145,image14967.npz,6,1.1583632230758667,True,0,18.12673568725586
146,image10938.npz,6,2.475922107696533,True,1,17.828113555908203
147,image7165.npz,6,2.13965368270874,True,1,17.673385620117188
148,image8406.npz,6,-0.1571527868509292,False,1,0.3081077337265014
149,image533.npz,6,1.57732355594635,True,1,13.49080753326416
150,image15814.npz,6,1.992944836616516,True,1,15.97244930267334
151,image8086.npz,6,1.993238925933838,True,1,16.046295166015625
152,image17940.npz,6,1.852357029914856,True,1,16.82269859313965
153,image5330.npz,6,1.5956491231918335,True,1,17.17084312438965
154,image8532.npz,6,1.3280926942825315,True,1,18.67121696472168
155,image13357.npz,6,1.4139739274978638,True,1,17.754074096679688
156,image17871.npz,6,2.041414976119995,True,1,17.33958625793457
157,image14495.npz,6,1.312841296195984,True,1,17.194917678833008
158,image18330.npz,6,1.8748939037323,True,1,15.022592544555664
159,image16809.npz,6,0.7995161414146423,True,0,14.712800979614258
160,image2719.npz,6,1.5640841722488403,True,1,12.871399879455566
161,image11167.npz,6,1.3867672681808472,True,1,13.729098320007324
162,image13252.npz,6,-0.6609879732131958,False,0,-0.2258495986461639
163,image97.npz,6,-0.8267701864242554,False,0,-0.225946307182312
164,image12481.npz,6,0.9160453677177428,True,0,0.3085600435733795
165,image11302.npz,6,-1.123617172241211,False,0,-0.2182868868112564
166,image17174.npz,6,-0.8939551711082458,False,0,-0.2202541977167129
167,image14581.npz,6,-0.6229737401008606,False,0,-0.2203336656093597
168,image18607.npz,6,-1.0137532949447632,False,0,-0.2078828960657119
169,image14872.npz,6,-0.992653787136078,False,0,-0.2182898819446563
170,image6590.npz,6,-0.7751559019088745,False,0,-0.2177687883377075
171,image7423.npz,6,0.7704137563705444,False,1,1.3551315069198608
